league,season,team_id,team,player_id,player_name,position,age,value_m
Eredivisie,2023,724,FC Volendam,702834,Quincy Hoeve,Centre-Forward,21,0.125
Eredivisie,2023,724,FC Volendam,727531,Koen Blommestijn,Centre-Forward,24,0.1
Eredivisie,2023,235,RKC Waalwijk,387197,Etienne Vaessen,Goalkeeper,28,1.5
Eredivisie,2023,235,RKC Waalwijk,257980,Jeroen Houwen,Goalkeeper,28,0.25
Eredivisie,2023,235,RKC Waalwijk,383705,Mark Spenkelink,Goalkeeper,27,0.125
Eredivisie,2023,235,RKC Waalwijk,471691,Joey Kesting,Goalkeeper,23,0.05
Eredivisie,2023,235,RKC Waalwijk,358021,Shawn Adewoye,Centre-Back,24,1.3
Eredivisie,2023,235,RKC Waalwijk,235274,Dario Van den Buijs,Centre-Back,28,0.75
Eredivisie,2023,235,RKC Waalwijk,328455,Juriën Gaari,Centre-Back,30,0.45
Eredivisie,2023,235,RKC Waalwijk,451297,Luuk Wouters,Centre-Back,25,0.3
Eredivisie,2023,235,RKC Waalwijk,88721,Jeffrey Bruma,Centre-Back,32,0.25
Eredivisie,2023,235,RKC Waalwijk,416802,Thierry Lutonda,Left-Back,23,0.4
Eredivisie,2023,235,RKC Waalwijk,56836,Aaron Meijers,Left-Back,36,0.15
Eredivisie,2023,235,RKC Waalwijk,337673,Julian Lelieveld,Right-Back,26,0.85
Eredivisie,2023,235,RKC Waalwijk,247633,Raz Meir,Right-Back,27,0.275
Eredivisie,2023,235,RKC Waalwijk,393241,Godfried Roemeratoe,Defensive Midfield,24,0.65
Eredivisie,2023,235,RKC Waalwijk,433933,Kevin Felida,Defensive Midfield,24,0.3
Eredivisie,2023,235,RKC Waalwijk,566911,Yassin Oukili,Central Midfield,23,1.7
Eredivisie,2023,235,RKC Waalwijk,433805,Patrick Vroegh,Central Midfield,24,0.225
Eredivisie,2023,235,RKC Waalwijk,808578,Daouda Weidmann,Central Midfield,21,0.175
Eredivisie,2023,235,RKC Waalwijk,187809,Mats Seuntjens,Attacking Midfield,32,0.85
Eredivisie,2023,235,RKC Waalwijk,443308,Reuven Niemeijer,Attacking Midfield,29,0.4
Eredivisie,2023,235,RKC Waalwijk,503635,Nouri El Harmazi,Attacking Midfield,22,0.025
Eredivisie,2023,235,RKC Waalwijk,627750,Filip Stevanovic,Left Winger,21,0.9
Eredivisie,2023,235,RKC Waalwijk,671675,Chris Lokesa,Left Winger,19,0.6
Eredivisie,2023,235,RKC Waalwijk,203378,Zakaria Bakkali,Left Winger,28,0.25
Eredivisie,2023,235,RKC Waalwijk,488768,Ilias Takidine,Left Winger,23,0.15
Eredivisie,2023,235,RKC Waalwijk,582131,Denilho Cleonise,Right Winger,22,0.55
Eredivisie,2023,235,RKC Waalwijk,604813,David Min,Centre-Forward,25,0.8
Eredivisie,2023,235,RKC Waalwijk,465326,Richonell Margaret,Centre-Forward,23,0.35
Eredivisie,2023,235,RKC Waalwijk,56523,Michiel Kramer,Centre-Forward,35,0.275
Eredivisie,2024,234,Feyenoord Rotterdam,196829,Timon Wellenreuther,Goalkeeper,29,6.0
Eredivisie,2024,234,Feyenoord Rotterdam,315121,Justin Bijlow,Goalkeeper,27,5.0
Eredivisie,2024,234,Feyenoord Rotterdam,859218,Plamen Andreev,Goalkeeper,20,1.5
Eredivisie,2024,234,Feyenoord Rotterdam,264176,Liam Bossin,Goalkeeper,28,0.45
Eredivisie,2024,234,Feyenoord Rotterdam,646708,Mikki van Sas,Goalkeeper,21,0.4
Eredivisie,2024,234,Feyenoord Rotterdam,746973,Mannou Berger,Goalkeeper,20,0.075
Eredivisie,2024,234,Feyenoord Rotterdam,404418,Dávid Hancko,Centre-Back,27,30.0
Eredivisie,2024,234,Feyenoord Rotterdam,420210,Lutsharel Geertruida,Centre-Back,24,20.0
Eredivisie,2024,234,Feyenoord Rotterdam,593862,Thomas Beelen,Centre-Back,24,8.0
Eredivisie,2024,234,Feyenoord Rotterdam,825199,Facundo González,Centre-Back,22,3.0
Eredivisie,2024,234,Feyenoord Rotterdam,59145,Gernot Trauner,Centre-Back,33,2.5
Eredivisie,2024,234,Feyenoord Rotterdam,856068,Jeyland Mitchell,Centre-Back,20,2.0
Eredivisie,2024,234,Feyenoord Rotterdam,503640,Neraysho Kasanwirjo,Centre-Back,23,1.8
Eredivisie,2024,234,Feyenoord Rotterdam,514285,Quilindschy Hartman,Left-Back,23,14.0
Eredivisie,2024,234,Feyenoord Rotterdam,698678,Hugo Bueno,Left-Back,22,8.0
Eredivisie,2024,234,Feyenoord Rotterdam,374212,Gijs Smal,Left-Back,27,7.0
Eredivisie,2024,234,Feyenoord Rotterdam,432175,Marcos López,Left-Back,25,2.5
Eredivisie,2024,234,Feyenoord Rotterdam,997903,Givairo Read,Right-Back,19,16.0
Eredivisie,2024,234,Feyenoord Rotterdam,313094,Jordan Lotomba,Right-Back,26,6.5
Eredivisie,2024,234,Feyenoord Rotterdam,583404,Marcus Pedersen,Right-Back,24,3.0
Eredivisie,2024,234,Feyenoord Rotterdam,257987,Bart Nieuwkoop,Right-Back,29,2.0
Eredivisie,2024,234,Feyenoord Rotterdam,416660,Ramiz Zerrouki,Defensive Midfield,27,5.0
Eredivisie,2024,234,Feyenoord Rotterdam,667965,Oussama Targhalline,Defensive Midfield,23,4.0
Eredivisie,2024,234,Feyenoord Rotterdam,420213,Quinten Timber,Central Midfield,24,30.0
Eredivisie,2024,234,Feyenoord Rotterdam,384461,Jakub Moder,Central Midfield,26,12.0
Eredivisie,2024,234,Feyenoord Rotterdam,365394,In-beom Hwang,Central Midfield,28,10.0
Eredivisie,2024,234,Feyenoord Rotterdam,571149,Gjivai Zechiël,Central Midfield,21,4.0
Eredivisie,2024,234,Feyenoord Rotterdam,1057565,Chris-Kévin Nadje,Central Midfield,23,1.2
Eredivisie,2024,234,Feyenoord Rotterdam,683620,Antoni Milambo,Attacking Midfield,20,18.0
Eredivisie,2024,234,Feyenoord Rotterdam,387105,Luka Ivanušec,Attacking Midfield,26,3.5
Eredivisie,2024,234,Feyenoord Rotterdam,595247,Shiloh 't Zand,Attacking Midfield,22,0.9
Eredivisie,2024,234,Feyenoord Rotterdam,653610,Igor Paixão,Left Winger,25,35.0
Eredivisie,2024,234,Feyenoord Rotterdam,1110406,Ibrahim Osman,Left Winger,20,10.0
Eredivisie,2024,234,Feyenoord Rotterdam,710886,Leo Sauer,Left Winger,19,5.0
Eredivisie,2024,234,Feyenoord Rotterdam,917911,Anis Hadj Moussa,Right Winger,23,14.0
Eredivisie,2024,234,Feyenoord Rotterdam,409344,Calvin Stengs,Right Winger,26,7.0
Eredivisie,2024,234,Feyenoord Rotterdam,321195,Ondrej Lingr,Right Winger,26,3.0
Eredivisie,2024,234,Feyenoord Rotterdam,775257,Aymen Sliti,Right Winger,19,0.75
Eredivisie,2024,234,Feyenoord Rotterdam,552955,Santiago Gimenez,Centre-Forward,24,30.0
Eredivisie,2024,234,Feyenoord Rotterdam,589128,Ayase Ueda,Centre-Forward,26,8.0
Eredivisie,2024,234,Feyenoord Rotterdam,491707,Julián Carranza,Centre-Forward,25,5.0
Eredivisie,2024,234,Feyenoord Rotterdam,955224,Stéphano Carrillo,Centre-Forward,19,2.5
Eredivisie,2024,234,Feyenoord Rotterdam,765972,Zépiqueno Redmond,Centre-Forward,19,0.8
Eredivisie,2024,383,PSV Eindhoven,296802,Walter Benítez,Goalkeeper,32,7.5
Eredivisie,2024,383,PSV Eindhoven,333640,Joël Drommel,Goalkeeper,28,1.5
Eredivisie,2024,383,PSV Eindhoven,723005,Niek Schiks,Goalkeeper,21,0.25
Eredivisie,2024,383,PSV Eindhoven,720805,Tijn Smolenaars,Goalkeeper,20,0.1
Eredivisie,2024,383,PSV Eindhoven,586429,Ryan Flamingo,Centre-Back,22,20.0
Eredivisie,2024,383,PSV Eindhoven,318508,Olivier Boscagli,Centre-Back,27,20.0
Eredivisie,2024,383,PSV Eindhoven,800976,Adamo Nagalo,Centre-Back,22,6.0
Eredivisie,2024,383,PSV Eindhoven,339337,Armando Obispo,Centre-Back,26,3.0
Eredivisie,2024,383,PSV Eindhoven,942070,Wessel Kuhn,Centre-Back,18,0.5
Eredivisie,2024,383,PSV Eindhoven,738481,Emmanuel van de Blaak,Centre-Back,20,0.45
Eredivisie,2024,383,PSV Eindhoven,1088684,Michael Bresser,Centre-Back,18,0.35
Eredivisie,2024,383,PSV Eindhoven,1024744,Samuel Gomez Van Hoogen,Centre-Back,19,0.3
Eredivisie,2024,383,PSV Eindhoven,323910,Mauro Júnior,Left-Back,26,12.0
Eredivisie,2024,383,PSV Eindhoven,339340,Tyrell Malacia,Left-Back,25,8.0
Eredivisie,2024,383,PSV Eindhoven,654918,Matteo Dams,Left-Back,21,4.5
Eredivisie,2024,383,PSV Eindhoven,539665,Fredrik Oppegård,Left-Back,22,0.6
Eredivisie,2024,383,PSV Eindhoven,361104,Sergiño Dest,Right-Back,24,16.0
Eredivisie,2024,383,PSV Eindhoven,364245,Jordan Teze,Right-Back,25,9.0
Eredivisie,2024,383,PSV Eindhoven,205006,Rick Karsdorp,Right-Back,30,3.0
Eredivisie,2024,383,PSV Eindhoven,575367,Richard Ledezma,Right-Back,24,3.0
Eredivisie,2024,383,PSV Eindhoven,347900,Jerdy Schouten,Defensive Midfield,28,22.0
Eredivisie,2024,383,PSV Eindhoven,816974,Tygo Land,Defensive Midfield,19,2.0
Eredivisie,2024,383,PSV Eindhoven,408574,Joey Veerman,Central Midfield,26,25.0
Eredivisie,2024,383,PSV Eindhoven,467437,Malik Tillman,Attacking Midfield,23,32.0
Eredivisie,2024,383,PSV Eindhoven,702869,Ismael Saibari,Attacking Midfield,24,27.0
Eredivisie,2024,383,PSV Eindhoven,372267,Guus Til,Attacking Midfield,27,12.0
Eredivisie,2024,383,PSV Eindhoven,813437,Isaac Babadi,Attacking Midfield,20,3.0
Eredivisie,2024,383,PSV Eindhoven,339332,Noa Lang,Left Winger,26,25.0
Eredivisie,2024,383,PSV Eindhoven,316889,Hirving Lozano,Left Winger,29,10.0
Eredivisie,2024,383,PSV Eindhoven,593837,Couhaib Driouech,Left Winger,23,4.0
Eredivisie,2024,383,PSV Eindhoven,565424,Johan Bakayoko,Right Winger,22,30.0
Eredivisie,2024,383,PSV Eindhoven,925862,Esmir Bajraktarevic,Right Winger,20,3.0
Eredivisie,2024,383,PSV Eindhoven,42460,Ivan Perisic,Right Winger,36,1.5
Eredivisie,2024,383,PSV Eindhoven,921345,Tay Abed,Right Winger,20,0.75
Eredivisie,2024,383,PSV Eindhoven,627207,Ricardo Pepi,Centre-Forward,22,16.0
Eredivisie,2024,383,PSV Eindhoven,72522,Luuk de Jong,Centre-Forward,34,2.5
Eredivisie,2024,383,PSV Eindhoven,746988,Jesper Uneken,Centre-Forward,20,0.6
Eredivisie,2024,383,PSV Eindhoven,73185,Lucas Pérez,Centre-Forward,36,0.4
Eredivisie,2024,610,Ajax Amsterdam,448705,Diant Ramaj,Goalkeeper,23,7.0
Eredivisie,2024,610,Ajax Amsterdam,177547,Matheus,Goalkeeper,33,2.5
Eredivisie,2024,610,Ajax Amsterdam,480453,Jay Gorter,Goalkeeper,25,0.9
Eredivisie,2024,610,Ajax Amsterdam,635129,Charlie Setford,Goalkeeper,21,0.4
Eredivisie,2024,610,Ajax Amsterdam,1015401,Paul Reverson,Goalkeeper,20,0.35
Eredivisie,2024,610,Ajax Amsterdam,25520,Remko Pasveer,Goalkeeper,41,0.15
Eredivisie,2024,610,Ajax Amsterdam,371001,Josip Sutalo,Centre-Back,25,24.0
Eredivisie,2024,610,Ajax Amsterdam,559327,Youri Baas,Centre-Back,22,12.0
Eredivisie,2024,610,Ajax Amsterdam,662131,Ahmetcan Kaplan,Centre-Back,22,5.0
Eredivisie,2024,610,Ajax Amsterdam,162959,Daniele Rugani,Centre-Back,30,3.0
Eredivisie,2024,610,Ajax Amsterdam,488755,Jakov Medic,Centre-Back,26,2.0
Eredivisie,2024,610,Ajax Amsterdam,765743,Dies Janse,Centre-Back,19,0.9
Eredivisie,2024,610,Ajax Amsterdam,891835,Nick Verschuren,Centre-Back,20,0.4
Eredivisie,2024,610,Ajax Amsterdam,987366,Aaron Bouwman,Centre-Back,17,0.35
Eredivisie,2024,610,Ajax Amsterdam,904802,Jorrel Hato,Left-Back,19,35.0
Eredivisie,2024,610,Ajax Amsterdam,339328,Owen Wijndal,Left-Back,25,3.5
Eredivisie,2024,610,Ajax Amsterdam,987355,Lucas Jetten,Left-Back,18,0.7
Eredivisie,2024,610,Ajax Amsterdam,557407,Devyne Rensch,Right-Back,22,10.0
Eredivisie,2024,610,Ajax Amsterdam,701055,Anton Gaaei,Right-Back,22,7.0
Eredivisie,2024,610,Ajax Amsterdam,468309,Lucas Rosa,Right-Back,25,3.0
Eredivisie,2024,610,Ajax Amsterdam,936006,Precious Ugwu,Right-Back,19,0.325
Eredivisie,2024,610,Ajax Amsterdam,1105532,Jorthy Mokio,Defensive Midfield,17,8.0
Eredivisie,2024,610,Ajax Amsterdam,559324,Youri Regeer,Defensive Midfield,21,6.0
Eredivisie,2024,610,Ajax Amsterdam,510310,Sivert Mannsverk,Defensive Midfield,23,4.0
Eredivisie,2024,610,Ajax Amsterdam,470394,Kenneth Taylor,Central Midfield,23,28.0
Eredivisie,2024,610,Ajax Amsterdam,559333,Kian Fitz-Jim,Central Midfield,21,5.0
Eredivisie,2024,610,Ajax Amsterdam,182932,Davy Klaassen,Central Midfield,32,3.5
Eredivisie,2024,610,Ajax Amsterdam,203938,Branco van den Boomen,Central Midfield,29,3.5
Eredivisie,2024,610,Ajax Amsterdam,787907,Benjamin Tahirović,Central Midfield,22,3.0
Eredivisie,2024,610,Ajax Amsterdam,61651,Jordan Henderson,Central Midfield,35,2.5
Eredivisie,2024,610,Ajax Amsterdam,1111063,Sean Steur,Central Midfield,17,0.7
Eredivisie,2024,610,Ajax Amsterdam,891854,Gerald Alders,Right Midfield,20,0.275
Eredivisie,2024,610,Ajax Amsterdam,694186,Kristian Hlynsson,Attacking Midfield,21,4.0
Eredivisie,2024,610,Ajax Amsterdam,598491,Rayane Bounida,Attacking Midfield,19,0.8
Eredivisie,2024,610,Ajax Amsterdam,284165,Steven Bergwijn,Left Winger,27,14.0
Eredivisie,2024,610,Ajax Amsterdam,748804,Mika Godts,Left Winger,20,10.0
Eredivisie,2024,610,Ajax Amsterdam,374326,Oliver Edvardsen,Left Winger,26,5.0
Eredivisie,2024,610,Ajax Amsterdam,706889,Jaydon Banel,Left Winger,20,1.0
Eredivisie,2024,610,Ajax Amsterdam,704773,Amourricho van Axel Dongen,Left Winger,20,0.4
Eredivisie,2024,610,Ajax Amsterdam,742451,Carlos Forbs,Right Winger,21,8.0
Eredivisie,2024,610,Ajax Amsterdam,131996,Bertrand Traoré,Right Winger,29,8.0
Eredivisie,2024,610,Ajax Amsterdam,129554,Steven Berghuis,Right Winger,33,3.5
Eredivisie,2024,610,Ajax Amsterdam,610429,Christian Rasmussen,Right Winger,22,1.5
Eredivisie,2024,610,Ajax Amsterdam,949480,Jan Faberski,Right Winger,19,0.7
Eredivisie,2024,610,Ajax Amsterdam,473169,Brian Brobbey,Centre-Forward,23,22.0
Eredivisie,2024,610,Ajax Amsterdam,197642,Chuba Akpom,Centre-Forward,29,7.0
Eredivisie,2024,610,Ajax Amsterdam,228645,Wout Weghorst,Centre-Forward,32,4.0
Eredivisie,2024,610,Ajax Amsterdam,981693,Don-Angelo Konadu,Centre-Forward,19,0.8
Eredivisie,2024,610,Ajax Amsterdam,720799,Julian Rijkhoff,Centre-Forward,20,0.65
Eredivisie,2024,1090,AZ Alkmaar,704772,Rome-Jayden Owusu-Oduro,Goalkeeper,20,6.0
Eredivisie,2024,1090,AZ Alkmaar,738514,Tristan Kuijsten,Goalkeeper,20,0.3
Eredivisie,2024,1090,AZ Alkmaar,79045,Jeroen Zoet,Goalkeeper,34,0.3
Eredivisie,2024,1090,AZ Alkmaar,116471,Hobie Verhulst,Goalkeeper,32,0.2
Eredivisie,2024,1090,AZ Alkmaar,595935,Sem Westerveld,Goalkeeper,22,0.2
Eredivisie,2024,1090,AZ Alkmaar,635371,Daniël Deen,Goalkeeper,22,0.125
Eredivisie,2024,1090,AZ Alkmaar,646707,Wouter Goes,Centre-Back,21,10.0
Eredivisie,2024,1090,AZ Alkmaar,479643,Alexandre Penetra,Centre-Back,23,9.0
Eredivisie,2024,1090,AZ Alkmaar,216443,Riechedly Bazoer,Centre-Back,28,3.0
Eredivisie,2024,1090,AZ Alkmaar,646704,Maxim Dekker,Centre-Back,21,1.0
Eredivisie,2024,1090,AZ Alkmaar,112052,Bruno Martins Indi,Centre-Back,33,0.65
Eredivisie,2024,1090,AZ Alkmaar,801031,Lewis Schouten,Centre-Back,21,0.4
Eredivisie,2024,1090,AZ Alkmaar,595937,Jorn Berkhout,Centre-Back,23,0.3
Eredivisie,2024,1090,AZ Alkmaar,661427,David Møller Wolfe,Left-Back,23,9.0
Eredivisie,2024,1090,AZ Alkmaar,315254,Mees de Wit,Left-Back,27,1.5
Eredivisie,2024,1090,AZ Alkmaar,733438,Seiya Maikuma,Right-Back,27,4.0
Eredivisie,2024,1090,AZ Alkmaar,577394,Denso Kasius,Right-Back,22,4.0
Eredivisie,2024,1090,AZ Alkmaar,957241,Elijah Dijkstra,Right-Back,18,0.7
Eredivisie,2024,1090,AZ Alkmaar,361074,Peer Koopmeiners,Defensive Midfield,25,10.0
Eredivisie,2024,1090,AZ Alkmaar,507223,Kristijan Belic,Defensive Midfield,24,3.5
Eredivisie,2024,1090,AZ Alkmaar,104223,Jordy Clasie,Defensive Midfield,34,1.5
Eredivisie,2024,1090,AZ Alkmaar,801029,Enoch Mastoras,Defensive Midfield,19,0.5
Eredivisie,2024,1090,AZ Alkmaar,988406,Kasper Boogaard,Defensive Midfield,19,0.2
Eredivisie,2024,1090,AZ Alkmaar,595940,Zico Buurmeester,Central Midfield,23,3.5
Eredivisie,2024,1090,AZ Alkmaar,747017,Dave Kwakman,Central Midfield,20,2.0
Eredivisie,2024,1090,AZ Alkmaar,578804,Sven Mijnans,Attacking Midfield,25,9.0
Eredivisie,2024,1090,AZ Alkmaar,859035,Kees Smit,Attacking Midfield,19,5.0
Eredivisie,2024,1090,AZ Alkmaar,942065,Julian Oerip,Attacking Midfield,18,0.25
Eredivisie,2024,1090,AZ Alkmaar,735701,Ruben van Bommel,Left Winger,20,8.0
Eredivisie,2024,1090,AZ Alkmaar,650712,Myron van Brederode,Left Winger,21,3.0
Eredivisie,2024,1090,AZ Alkmaar,800995,Ro-Zangelo Daal,Left Winger,21,0.75
Eredivisie,2024,1090,AZ Alkmaar,990008,Wassim Bouziane,Left Winger,18,0.15
Eredivisie,2024,1090,AZ Alkmaar,718303,Ernest Poku,Right Winger,21,4.0
Eredivisie,2024,1090,AZ Alkmaar,543501,Ibrahim Sadiq,Right Winger,25,3.5
Eredivisie,2024,1090,AZ Alkmaar,795274,Mayckel Lahdo,Right Winger,22,3.0
Eredivisie,2024,1090,AZ Alkmaar,747720,Jayden Addai,Right Winger,19,1.5
Eredivisie,2024,1090,AZ Alkmaar,552655,Troy Parrott,Centre-Forward,23,14.0
Eredivisie,2024,1090,AZ Alkmaar,678546,Mexx Meerdink,Centre-Forward,21,8.0
Eredivisie,2024,1090,AZ Alkmaar,728864,Lequincio Zeefuik,Centre-Forward,20,0.85
Eredivisie,2024,1090,AZ Alkmaar,926491,Sem van Duijn,Centre-Forward,21,0.325
Eredivisie,2024,317,FC Twente Enschede,53696,Lars Unnerstall,Goalkeeper,34,2.0
Eredivisie,2024,317,FC Twente Enschede,430475,Issam El Maach,Goalkeeper,25,0.2
Eredivisie,2024,317,FC Twente Enschede,703779,Sam Karssies,Goalkeeper,22,0.075
Eredivisie,2024,317,FC Twente Enschede,33210,Przemyslaw Tyton,Goalkeeper,38,0.075
Eredivisie,2024,317,FC Twente Enschede,562702,Mees Hilgers,Centre-Back,24,6.5
Eredivisie,2024,317,FC Twente Enschede,485395,Gustaf Lagerbielke,Centre-Back,25,3.0
Eredivisie,2024,317,FC Twente Enschede,618086,Max Bruns,Centre-Back,22,2.5
Eredivisie,2024,317,FC Twente Enschede,405892,Alec Van Hoorenbeeck,Centre-Back,26,0.8
Eredivisie,2024,317,FC Twente Enschede,895089,Juliën Mesbahi,Centre-Back,19,0.15
Eredivisie,2024,317,FC Twente Enschede,485584,Anass Salah-Eddine,Left-Back,23,8.0
Eredivisie,2024,317,FC Twente Enschede,187188,Bas Kuipers,Left-Back,30,1.2
Eredivisie,2024,317,FC Twente Enschede,983677,Mats Rots,Left-Back,19,1.0
Eredivisie,2024,317,FC Twente Enschede,547499,Bart van Rooij,Right-Back,24,6.0
Eredivisie,2024,317,FC Twente Enschede,332530,Alfons Sampsted,Right-Back,27,2.0
Eredivisie,2024,317,FC Twente Enschede,559324,Youri Regeer,Defensive Midfield,21,6.0
Eredivisie,2024,317,FC Twente Enschede,528652,Mathias Kjølø,Defensive Midfield,24,1.5
Eredivisie,2024,317,FC Twente Enschede,321204,Michal Sadílek,Central Midfield,26,8.0
Eredivisie,2024,317,FC Twente Enschede,315128,Carel Eiting,Central Midfield,27,1.6
Eredivisie,2024,317,FC Twente Enschede,704075,Gijs Besselink,Central Midfield,21,0.6
Eredivisie,2024,317,FC Twente Enschede,891854,Gerald Alders,Right Midfield,20,0.275
Eredivisie,2024,317,FC Twente Enschede,593519,Sem Steijn,Attacking Midfield,23,16.0
Eredivisie,2024,317,FC Twente Enschede,342702,Michel Vlap,Attacking Midfield,28,5.0
Eredivisie,2024,317,FC Twente Enschede,250591,Arno Verschueren,Attacking Midfield,28,1.5
Eredivisie,2024,317,FC Twente Enschede,936605,Harrie Kuster,Attacking Midfield,19,0.125
Eredivisie,2024,317,FC Twente Enschede,508639,Naci Ünüvar,Left Winger,22,2.0
Eredivisie,2024,317,FC Twente Enschede,388220,Sayfallah Ltaief,Left Winger,25,1.8
Eredivisie,2024,317,FC Twente Enschede,591363,Daan Rots,Right Winger,23,4.0
Eredivisie,2024,317,FC Twente Enschede,513963,Taylor Booth,Right Winger,24,2.0
Eredivisie,2024,317,FC Twente Enschede,393239,Mitchell van Bergen,Right Winger,25,1.5
Eredivisie,2024,317,FC Twente Enschede,866328,Younes Taha,Right Winger,22,1.0
Eredivisie,2024,317,FC Twente Enschede,386914,Sam Lammers,Centre-Forward,28,4.0
Eredivisie,2024,317,FC Twente Enschede,41355,Ricky van Wolfswinkel,Centre-Forward,36,0.4
Eredivisie,2024,317,FC Twente Enschede,997646,Lucas Vennegoor of Hesselink,Centre-Forward,19,0.3
Eredivisie,2024,200,FC Utrecht,248658,Vasilios Barkas,Goalkeeper,31,3.5
Eredivisie,2024,200,FC Utrecht,231650,Michael Brouwer,Goalkeeper,32,0.4
Eredivisie,2024,200,FC Utrecht,729010,Tom de Graaff,Goalkeeper,20,0.3
Eredivisie,2024,200,FC Utrecht,802540,Andreas Dithmer,Goalkeeper,19,0.2
Eredivisie,2024,200,FC Utrecht,607133,Kevin Gadellaa,Goalkeeper,22,0.15
Eredivisie,2024,200,FC Utrecht,314915,Siebe Horemans,Centre-Back,27,3.5
Eredivisie,2024,200,FC Utrecht,187105,Mike van der Hoorn,Centre-Back,32,1.0
Eredivisie,2024,200,FC Utrecht,570597,Matisse Didden,Centre-Back,23,1.0
Eredivisie,2024,200,FC Utrecht,93081,Nick Viergever,Centre-Back,35,0.4
Eredivisie,2024,200,FC Utrecht,691975,Joshua Mukeh,Centre-Back,22,0.25
Eredivisie,2024,200,FC Utrecht,541134,Souffian El Karouani,Left-Back,24,9.0
Eredivisie,2024,200,FC Utrecht,320421,Kolbeinn Finnsson,Left-Back,25,0.65
Eredivisie,2024,200,FC Utrecht,613449,Rickson van Hees,Right-Back,23,0.3
Eredivisie,2024,200,FC Utrecht,565436,Alonzo Engwanda,Defensive Midfield,22,2.5
Eredivisie,2024,200,FC Utrecht,685657,Silas Andersen,Defensive Midfield,21,0.7
Eredivisie,2024,200,FC Utrecht,938687,Massien Ghaddari,Defensive Midfield,20,0.275
Eredivisie,2024,200,FC Utrecht,686845,Zidane Iqbal,Central Midfield,22,4.0
Eredivisie,2024,200,FC Utrecht,610428,Oscar Fraulo,Central Midfield,21,3.5
Eredivisie,2024,200,FC Utrecht,406609,Can Bozdogan,Central Midfield,24,3.5
Eredivisie,2024,200,FC Utrecht,422932,Niklas Vesterlund,Right Midfield,26,1.0
Eredivisie,2024,200,FC Utrecht,795738,Paxten Aaronson,Attacking Midfield,21,8.0
Eredivisie,2024,200,FC Utrecht,400548,Victor Jensen,Attacking Midfield,25,2.0
Eredivisie,2024,200,FC Utrecht,738479,Rafik El Arguioui,Attacking Midfield,19,0.35
Eredivisie,2024,200,FC Utrecht,134999,Jens Toornstra,Attacking Midfield,36,0.35
Eredivisie,2024,200,FC Utrecht,782476,Yoann Cathline,Left Winger,22,8.0
Eredivisie,2024,200,FC Utrecht,875581,Adrian Blake,Left Winger,19,0.75
Eredivisie,2024,200,FC Utrecht,634427,Miguel Rodríguez,Right Winger,22,4.5
Eredivisie,2024,200,FC Utrecht,513963,Taylor Booth,Right Winger,24,2.0
Eredivisie,2024,200,FC Utrecht,723008,Miliano Jonathans,Right Winger,21,0.9
Eredivisie,2024,200,FC Utrecht,181375,Sébastien Haller,Centre-Forward,31,3.0
Eredivisie,2024,200,FC Utrecht,557410,Noah Ohio,Centre-Forward,22,2.0
Eredivisie,2024,200,FC Utrecht,361070,Ole Romeny,Centre-Forward,25,1.2
Eredivisie,2024,200,FC Utrecht,604813,David Min,Centre-Forward,26,0.8
Eredivisie,2024,200,FC Utrecht,565434,Anthony Descotte,Centre-Forward,21,0.65
Eredivisie,2024,306,SC Heerenveen,276853,Andries Noppert,Goalkeeper,31,1.0
Eredivisie,2024,306,SC Heerenveen,207048,Mickey van der Hart,Goalkeeper,31,0.5
Eredivisie,2024,306,SC Heerenveen,725816,Bernt Klaverboer,Goalkeeper,19,0.075
Eredivisie,2024,306,SC Heerenveen,312473,Jan Bekkema,Goalkeeper,29,0.05
Eredivisie,2024,306,SC Heerenveen,894050,Nikolai Hopland,Centre-Back,20,3.0
Eredivisie,2024,306,SC Heerenveen,248395,Pawel Bochniewicz,Centre-Back,29,2.5
Eredivisie,2024,306,SC Heerenveen,430797,Sam Kersten,Centre-Back,27,1.0
Eredivisie,2024,306,SC Heerenveen,628042,Hristiyan Petrov,Centre-Back,23,0.6
Eredivisie,2024,306,SC Heerenveen,215096,Jordy de Wijs,Centre-Back,30,0.6
Eredivisie,2024,306,SC Heerenveen,775242,Mateja Milovanovic,Centre-Back,21,0.2
Eredivisie,2024,306,SC Heerenveen,703822,Ties Oostra,Centre-Back,21,0.05
Eredivisie,2024,306,SC Heerenveen,288067,Mats Köhlert,Left-Back,27,3.5
Eredivisie,2024,306,SC Heerenveen,869067,Oliver Braude,Right-Back,21,4.0
Eredivisie,2024,306,SC Heerenveen,412949,Denzel Hall,Right-Back,24,0.45
Eredivisie,2024,306,SC Heerenveen,585325,Hussein Ali,Right-Back,23,0.3
Eredivisie,2024,306,SC Heerenveen,207580,Amara Condé,Defensive Midfield,28,0.6
Eredivisie,2024,306,SC Heerenveen,899163,Marcus Linday,Central Midfield,22,4.0
Eredivisie,2024,306,SC Heerenveen,369552,Luuk Brouwers,Central Midfield,27,2.5
Eredivisie,2024,306,SC Heerenveen,321158,Simon Olsson,Central Midfield,27,2.0
Eredivisie,2024,306,SC Heerenveen,607144,Espen van Ee,Central Midfield,21,1.3
Eredivisie,2024,306,SC Heerenveen,886252,Isaiah Ahmed,Central Midfield,19,0.125
Eredivisie,2024,306,SC Heerenveen,918365,Levi Smans,Attacking Midfield,22,2.0
