league,season,club,games,pts,gf,ga,xg,xga,xpts,est_share,season_len,partial,is_reserve,team_id,squad_value_m,pts_pg,xpts_pg,value_rank,xg_source,predicted_xpts_pg,predicted_xpts,club_skill,pts_vs_budget,luck,growth_m,growth_pct,n_matched,n_squad
Eerste Divisie,25/26,VVV-Venlo,38,45,50.0,58.0,60.87,61.58,52.51078263915153,0.0,38,False,False,1426,6.38,1.1842105263157894,1.3818627010303033,17.0,real,1.257970738321727,47.80288805622562,4.707894582925903,-2.8028880562256258,-7.510782639151529,0.5499999999999998,0.1294117647058823,22.0,29.0
Eerste Divisie,25/26,Vitesse,38,56,64.0,55.0,56.75,58.26,50.28139936923252,0.0,38,False,False,499,5.65,1.4736842105263157,1.323194720242961,20.0,real,1.1903357510616672,45.232758540343355,5.048640828889164,10.767241459656642,5.718600630767478,1.025,1.108108108108108,8.0,25.0
Eerste Divisie,25/26,Willem II,38,68,59.0,42.0,62.64,53.43,58.41049110131475,0.0,38,False,False,403,16.4,1.7894736842105263,1.5371181868767039,4.0,real,1.783472718432705,67.77196330044279,-9.361472199128045,0.2280366995572085,9.589508898685253,1.9500000000000002,0.17218543046357618,19.0,31.0
Eerste Divisie,26/27,Almere City,7,16,16.0,4.0,14.09,11.219999999999999,11.269640163894056,0.0,38,True,False,723,9.43,2.2857142857142856,1.609948594842008,4.0,real,1.4754534820871632,56.067232319312204,5.110814284684103,30.78991053783065,25.679096253146547,,,,
Eerste Divisie,26/27,De Graafschap,6,4,7.0,18.0,7.6899999999999995,15.26,4.689841922133295,0.0,38,True,False,642,6.95,0.6666666666666666,0.7816403203555492,9.0,real,1.3056017582109334,49.61286681201547,-19.9105346385046,-24.279533478682136,-4.368998840177538,,,,
Eerste Divisie,26/27,Den Bosch,7,7,12.0,16.0,14.85,12.95,10.699108181325656,0.0,38,True,False,404,5.18,1.0,1.5284440259036651,13.0,real,1.1419939822227505,43.39577132446452,14.685101659874755,-5.395771324464519,-20.080872984339276,,,,
Eerste Divisie,26/27,Dordrecht,7,4,9.0,21.0,9.01,15.54,7.576865040157926,0.0,38,True,False,1455,5.78,0.5714285714285714,1.0824092914511323,11.0,real,1.2029975704698,45.7139076778524,-4.582354602709371,-23.999621963566685,-19.417267360857313,,,,
Eerste Divisie,26/27,Eindhoven,7,10,11.0,13.0,8.44,13.59,6.9396046868653105,0.0,38,True,False,3892,3.43,1.4285714285714286,0.9913720981236158,20.0,real,0.9125347950050813,34.67632221019309,2.9958175185043125,19.6093920755212,16.613574557016886,,,,
Eerste Divisie,26/27,Emmen,7,12,17.0,17.0,17.13,11.03,12.564763179395872,0.0,38,True,False,1283,4.88,1.7142857142857142,1.7949661684851246,15.0,real,1.1087867768577182,42.133897520593294,26.074816881841443,23.00895962226385,-3.065857259577595,,,,
Eerste Divisie,26/27,Helmond Sport,7,8,13.0,12.0,8.54,11.08,8.092140352581799,0.0,38,True,False,500,4.58,1.1428571428571428,1.1560200503688285,16.0,real,1.0734720351180418,40.79193733448559,3.1368245795298946,2.636634094085838,-0.5001904854440564,,,,
Eerste Divisie,26/27,Heracles,7,18,24.0,10.0,19.32,8.84,15.355388773735001,0.0,38,True,False,1304,7.1,2.5714285714285716,2.193626967676429,8.0,real,1.317487100715895,50.06450982720401,33.29331494450028,47.64977588708171,14.356460942581425,,,,
Eerste Divisie,26/27,Jong AZ,9,13,22.0,17.0,16.2,14.71,13.315997786994428,0.0,38,True,True,11368,11.4,1.4444444444444444,1.4795553096660476,2.0,real,1.581051826840619,60.079969419943524,-3.856867652633714,-5.191080531054636,-1.3342128784209226,,,,
Eerste Divisie,26/27,Jong Ajax,9,8,13.0,22.0,14.84,18.759999999999998,11.162800190740164,0.0,38,True,True,8817,11.98,0.8888888888888888,1.2403111323044627,1.0,real,1.6086736834385698,61.12959997066565,-13.99777694309607,-27.351822192887873,-13.354045249791806,,,,
Eerste Divisie,26/27,Jong PSV,8,12,13.0,13.0,14.78,9.540000000000001,13.634471597162921,0.0,38,True,True,9715,5.3,1.5,1.7043089496453652,12.0,real,1.1547413116775247,43.88016984374594,20.88357024277794,13.11983015625406,-7.763740086523876,,,,
Eerste Divisie,26/27,Jong Utrecht,9,7,15.0,21.0,11.96,17.89,9.181381011074654,0.0,38,True,True,17596,4.03,0.7777777777777778,1.0201534456749615,18.0,real,1.0022635787577399,38.08601599279412,0.6798149428544211,-8.530460437238558,-9.21027538009298,,,,
Eerste Divisie,26/27,MVV,7,13,10.0,15.0,7.51,9.34,8.308048895036748,0.0,38,True,False,384,4.4,1.8571428571428572,1.1868641278623926,17.0,real,1.0511550970487837,39.94389368785378,5.1569431709171365,30.627534883574793,25.470591712657654,,,,
Eerste Divisie,26/27,NAC Breda,6,7,11.0,14.0,13.559999999999999,9.82,10.321006011789324,0.0,38,True,False,132,10.33,1.1666666666666667,1.720167668631554,3.0,real,1.5261918412124378,57.99528996607263,7.371081441926412,-13.6619566327393,-21.03303807466571,,,,
Eerste Divisie,26/27,RKC Waalwijk,7,13,18.0,9.0,10.940000000000001,7.26,11.954384464547628,0.0,38,True,False,235,7.98,1.8571428571428572,1.7077692092210897,5.0,real,1.3825233221483564,52.53588624163754,12.359343708763864,18.03554232979103,5.676198621027167,,,,
Eerste Divisie,26/27,Roda JC,7,12,7.0,5.0,9.780000000000001,8.87,10.030279802281536,0.0,38,True,False,192,7.85,1.7142857142857142,1.432897114611648,6.0,real,1.3733810853427357,52.18848124302396,2.2616091122186677,12.954375899833181,10.692766787614513,,,,
Eerste Divisie,26/27,TOP Oss,7,6,8.0,12.0,8.56,12.33,7.304746140942637,0.0,38,True,False,1228,3.98,0.8571428571428571,1.0435351629918053,19.0,real,0.9953145614297183,37.821953334329294,1.8323828593593046,-5.250524762900726,-7.082907622260031,,,,
Eerste Divisie,26/27,VVV-Venlo,7,15,19.0,11.0,11.97,15.83,8.085786924307122,0.0,38,True,False,1426,5.0,2.142857142857143,1.1551124177581602,14.0,real,1.1223083095940063,42.64771576457224,1.2465561102378486,38.78085566399919,37.534299553761336,,,,
Eerste Divisie,26/27,Vitesse,6,10,10.0,8.0,11.3,8.879999999999999,9.832002279132233,0.0,38,True,False,499,7.43,1.6666666666666667,1.6386670465220388,7.0,real,1.3427744484159014,51.02542903980425,11.243918728033218,12.30790429352908,1.0639855654958632,,,,
Eerste Divisie,26/27,Volendam,7,9,17.0,14.0,14.95,12.68,9.679353757058767,0.0,38,True,False,724,6.45,1.2857142857142858,1.3827648224369666,10.0,real,1.2640444749858524,48.03369004946239,4.511373203142342,0.8234528076804706,-3.6879203954618713,,,,
Eredivisie,22/23,AZ,34,67,68.0,35.0,56.33,40.3,55.733747845864116,0.0,34,False,False,1090,135.93,1.9705882352941178,1.6392278778195328,4.0,real,1.7128735862236442,58.2377019316039,-2.5039540857397853,8.762298068396102,11.266252154135888,60.125,0.985655737704918,33.0,38.0
Eredivisie,22/23,Ajax,34,69,86.0,38.0,79.55,30.94,71.10112372146963,0.0,34,False,False,610,390.38,2.0294117647058822,2.091209521219695,1.0,real,2.044373033420566,69.50868313629925,1.592440585170385,-0.5086831362992505,-2.1011237214696354,79.375,0.37082457369773414,27.0,43.0
Eredivisie,22/23,Cambuur,34,19,26.0,69.0,41.6,62.15,36.33185323940468,0.0,34,False,False,133,15.6,0.5588235294117647,1.06858391880602,16.0,real,1.0326213266588355,35.109125106400406,1.2227281330042712,-16.10912510640041,-17.33185323940468,-2.1999999999999997,-0.18448637316561844,24.0,33.0
Eredivisie,22/23,Emmen,34,28,33.0,65.0,36.92,54.6,37.13981180322439,0.0,34,False,False,1283,14.73,0.8235294117647058,1.092347405977188,17.0,real,1.0145897236350272,34.49605060359092,2.643761199633469,-6.496050603590926,-9.139811803224395,1.0999999999999999,0.09977324263038548,28.0,35.0
Eredivisie,22/23,Excelsior,34,32,32.0,71.0,35.64,66.86,31.752756668798195,0.0,34,False,False,798,15.85,0.9411764705882353,0.9339046079058293,15.0,real,1.0376170323720304,35.27897910064903,-3.5262224318508375,-3.278979100649034,0.24724333120180342,4.2,0.4666666666666667,24.0,30.0
Eredivisie,22/23,Feyenoord,34,82,81.0,30.0,66.48,30.78,68.64979405673027,0.0,34,False,False,234,267.8,2.411764705882353,2.0191115899038317,3.0,real,1.9259485073244096,65.48224924902992,3.1675448077003505,16.51775075097007,13.350205943269719,59.5,0.5958938407611417,24.0,35.0
Eredivisie,22/23,Fortuna Sittard,34,36,39.0,62.0,36.07,60.7,33.78897554600167,0.0,34,False,False,385,25.4,1.0588235294117647,0.9937933984118139,11.0,real,1.185798339822218,40.31714355395541,-6.528168007953741,-4.317143553955413,2.2110244539983275,-1.7500000000000002,-0.1098901098901099,19.0,32.0
Eredivisie,22/23,Go Ahead Eagles,34,40,46.0,56.0,46.16,49.67,43.96973098306794,0.0,34,False,False,1435,16.1,1.1764705882352942,1.2932273818549394,14.0,real,1.0425345548104576,35.44617486355556,8.523556119512378,4.553825136444441,-3.9697309830679366,2.925,0.37987012987012986,20.0,31.0
Eredivisie,22/23,Groningen,34,18,31.0,75.0,31.97,63.17,30.918243602554774,0.0,34,False,False,202,48.78,0.5294117647058824,0.9093601059574934,8.0,real,1.3908514025247793,47.2889476858425,-16.370704083287723,-29.288947685842498,-12.918243602554774,2.625,0.1031434184675835,26.0,40.0
Eredivisie,22/23,Heerenveen,34,46,44.0,50.0,45.37,51.87,44.177484773352475,0.0,34,False,False,306,51.1,1.3529411764705883,1.2993377874515435,7.0,real,1.4054515053848093,47.78535118308352,-3.607866409731039,-1.785351183083515,1.822515226647524,22.75,1.3541666666666665,19.0,27.0
Eredivisie,22/23,NEC,34,39,42.0,45.0,48.22,52.96,44.32607682529612,0.0,34,False,False,467,24.0,1.1470588235294117,1.3037081419204741,12.0,real,1.1679833435006182,39.71143367902102,4.614643146275103,-0.7114336790210203,-5.3260768252961235,1.7250000000000003,0.12921348314606745,18.0,28.0
Eredivisie,22/23,PSV,34,75,89.0,40.0,83.03,32.31,72.17113817870245,0.0,34,False,False,383,315.65,2.2058823529411766,2.122680534667719,2.0,real,1.9776047930554441,67.2385629638851,4.9325752148173425,7.761437036114906,2.828861821297563,45.925,0.2786711165048543,29.0,43.0
Eredivisie,22/23,RKC Waalwijk,34,41,50.0,64.0,46.29,64.82,37.69453407305847,0.0,34,False,False,235,13.63,1.2058823529411764,1.108662766854661,18.0,real,0.990201917715642,33.66686520233183,4.027668870726642,7.333134797668169,3.3054659269415265,1.625,0.18361581920903955,23.0,29.0
Eredivisie,22/23,Sparta Rotterdam,34,59,60.0,37.0,42.089999999999996,48.08,43.924119929374626,0.0,34,False,False,468,33.68,1.7352941176470589,1.2918858802757243,10.0,real,1.2744580115803104,43.33157239373055,0.5925475356440728,15.66842760626945,15.075880070625377,12.3,1.455621301775148,21.0,31.0
Eredivisie,22/23,Twente,34,64,66.0,27.0,64.09,36.83,61.629677245339614,0.0,34,False,False,317,62.25,1.8823529411764706,1.8126375660394005,5.0,real,1.4674710211922743,49.89401472053733,11.73566252480229,14.105985279462672,2.3703227546603816,28.375,1.0403299725022914,25.0,29.0
Eredivisie,22/23,Utrecht,34,54,55.0,50.0,50.07,45.85,50.147667241697704,0.0,34,False,False,200,56.2,1.588235294117647,1.474931389461697,6.0,real,1.4353442751704828,48.801705355796415,1.3459618859012865,5.198294644203582,3.8523327583022953,3.3500000000000005,0.09738372093023258,32.0,40.0
Eredivisie,22/23,Vitesse,34,40,45.0,50.0,44.9,40.76,49.495886295258714,0.0,34,False,False,499,43.7,1.1764705882352942,1.4557613616252563,9.0,real,1.3562955496626756,46.11404868853097,3.381837606727742,-6.1140486885309695,-9.495886295258712,-0.7500000000000001,-0.037974683544303806,18.0,32.0
Eredivisie,22/23,Volendam,34,36,42.0,71.0,42.71,64.84,36.191495913665214,0.0,34,False,False,724,17.43,1.0588235294117647,1.064455762166624,13.0,real,1.067475583092278,36.29416982513745,-0.10267391147223615,-0.2941698251374505,-0.19149591366521435,3.9,0.48297213622291024,25.0,33.0
Eredivisie,23/24,AZ,34,65,70.0,39.0,57.3,39.95,57.599610392870076,0.0,34,False,False,1090,131.15,1.911764705882353,1.6941061880255905,4.0,real,1.7016249144194233,57.85524709026039,-0.25563669739031436,7.14475290973961,7.400389607129925,18.525000000000002,0.2092629200790737,31.0,40.0
Eredivisie,23/24,Ajax,34,56,74.0,61.0,66.04,53.22,54.71147824295293,0.0,34,False,False,610,327.65,1.6470588235294117,1.609161124792733,3.0,real,1.9893290793727358,67.63718869867301,-12.925710455720093,-11.637188698673022,1.288521757047072,60.1,0.3773940345368917,29.0,44.0
Eredivisie,23/24,Almere City,34,34,33.0,59.0,35.38,56.59,34.98235565372373,0.0,34,False,False,723,19.6,1.0,1.0288928133448156,15.0,real,1.104345506842204,37.54774723263493,-2.5653915789112007,-3.5477472326349324,-0.9823556537237317,3.7750000000000004,0.4114441416893733,25.0,32.0
Eredivisie,23/24,Excelsior,34,29,50.0,73.0,46.3,59.09,40.17100644387117,0.0,34,False,False,798,26.43,0.8529411764705882,1.1815001895256227,12.0,real,1.1982888890968277,40.74182222929214,-0.5708157854209697,-11.741822229292143,-11.171006443871175,5.35,0.38838475499092556,25.0,31.0
Eredivisie,23/24,Feyenoord,34,84,92.0,26.0,95.1,26.3,78.99881776328584,0.0,34,False,False,234,338.0,2.4705882352941178,2.3234946400966425,2.0,real,1.9991014010940507,67.96944763719772,11.029370126088123,16.030552362802283,5.001182236714158,97.425,0.5533153485730513,22.0,31.0
Eredivisie,23/24,Fortuna Sittard,34,38,37.0,56.0,45.18,44.34,47.240523796875806,0.0,34,False,False,385,35.03,1.1176470588235294,1.3894271704963472,10.0,real,1.2868071896824171,43.75144444920218,3.489079347673623,-5.751444449202182,-9.240523796875806,8.625,0.5324074074074074,21.0,33.0
Eredivisie,23/24,Go Ahead Eagles,34,46,47.0,46.0,50.26,56.31,44.144168015468935,0.0,34,False,False,1435,25.78,1.3529411764705883,1.2983578828079099,13.0,real,1.190464499926981,40.47579299751735,3.6683750179515853,5.524207002482653,1.8558319845310671,10.65,0.9025423728813559,23.0,28.0
Eredivisie,23/24,Heerenveen,34,37,53.0,70.0,47.57,53.94,44.738673070973,0.0,34,False,False,306,38.78,1.088235294117647,1.315843325616853,8.0,real,1.3187636374253555,44.83796367246209,-0.09929060148908864,-7.837963672462091,-7.738673070973002,1.5999999999999999,0.050473186119873815,20.0,26.0
Eredivisie,23/24,Heracles,34,33,41.0,74.0,42.14,69.47,35.07230940956006,0.0,34,False,False,1304,16.3,0.9705882352941176,1.0315385120458842,16.0,real,1.046413903721651,35.578072726536135,-0.5057633169760747,-2.5780727265361376,-2.072309409560063,0.725,0.054409005628517824,28.0,34.0
Eredivisie,23/24,NEC,34,53,68.0,51.0,48.49,60.82,43.03214595920992,0.0,34,False,False,467,44.3,1.5588235294117647,1.2656513517414683,7.0,real,1.3605804788440092,46.259736280696316,-3.2275903214863932,6.7402637193036865,9.96785404079008,12.975,0.8212025316455696,20.0,32.0
Eredivisie,23/24,PEC Zwolle,34,36,45.0,67.0,43.27,63.47,38.45524061859718,0.0,34,False,False,1269,21.18,1.0588235294117647,1.13103648878227,14.0,real,1.1287065375361074,38.37602227622765,0.07921834236952607,-2.376022276227651,-2.455240618597177,3.0,0.28368794326241137,23.0,32.0
Eredivisie,23/24,PSV,34,91,111.0,21.0,100.76,28.47,79.738159767857,0.0,34,False,False,383,373.7,2.676470588235294,2.3452399931722647,1.0,real,2.0306517556069603,69.04215969063665,10.69600007722035,21.95784030936334,11.261840232142994,110.675,0.7657844663553018,27.0,35.0
Eredivisie,23/24,RKC Waalwijk,34,29,38.0,56.0,45.01,58.95,40.443401040690816,0.0,34,False,False,235,14.85,0.8529411764705882,1.1895117953144358,18.0,real,1.0171392164907596,34.58273336068582,5.860667680004994,-5.582733360685826,-11.44340104069082,2.5000000000000004,0.2557544757033248,22.0,29.0
Eredivisie,23/24,Sparta Rotterdam,34,49,51.0,48.0,46.61,53.3,44.720957698775315,0.0,34,False,False,468,35.88,1.4411764705882353,1.3153222852580975,9.0,real,1.2943407554353912,44.0075856848033,0.7133720139720139,4.992414315196699,4.279042301224686,5.75,0.22954091816367264,21.0,29.0
Eredivisie,23/24,Twente,34,69,69.0,36.0,58.96,37.24,60.511267382513424,0.0,34,False,False,317,85.78,2.0294117647058822,1.7797431583092183,5.0,real,1.5682195938085701,53.319466189491386,7.1918011930220365,15.680533810508612,8.488732617486576,35.95,0.8468786808009423,22.0,28.0
Eredivisie,23/24,Utrecht,34,50,49.0,47.0,46.89,48.5,47.632055359202504,0.0,34,False,False,200,69.28,1.4705882352941178,1.4009428046824266,6.0,real,1.5010921975240519,51.037134715817764,-3.4050793566152593,-1.0371347158177602,2.367944640797499,-1.6000000000000008,-0.030947775628626707,31.0,46.0
Eredivisie,23/24,Vitesse,34,24,30.0,74.0,38.47,65.3,32.728934328658426,0.0,34,False,False,499,32.35,0.7058823529411765,0.9626157155487772,11.0,real,1.2617979030814102,42.90112870476794,-10.17219437610952,-18.901128704767945,-8.728934328658424,-7.175000000000001,-0.25602140945584306,24.0,36.0
Eredivisie,23/24,Volendam,34,19,34.0,88.0,37.0,75.47,28.381190819987808,0.0,34,False,False,724,15.53,0.5588235294117647,0.8347409064702296,17.0,real,1.0312081775409843,35.06107803639347,-6.679887216405659,-16.061078036393464,-9.381190819987806,0.27500000000000024,0.02576112412177988,26.0,39.0
Eredivisie,24/25,AZ,34,57,58.0,37.0,55.089999999999996,34.83,58.49705999867221,0.0,34,False,False,1090,133.2,1.6764705882352942,1.72050176466683,4.0,real,1.7064985336221528,58.02095014315319,0.4761098555190233,-1.0209501431531924,-1.4970599986722157,58.325,0.8459028281363307,33.0,40.0
Eredivisie,24/25,Ajax,34,78,67.0,32.0,66.34,31.82,66.46259167489306,0.0,34,False,False,610,274.3,2.2941176470588234,1.95478210808509,3.0,real,1.9334841987052032,65.73846275597691,0.7241289189161528,12.261537244023087,11.537408325106934,1.4249999999999985,0.005946171500104312,35.0,49.0
Eredivisie,24/25,Almere City,34,22,23.0,64.0,34.4,53.010000000000005,36.85162293133953,0.0,34,False,False,723,17.03,0.6470588235294118,1.0838712626864566,16.0,real,1.0601804609938223,36.04613567378996,0.8054872575495651,-14.046135673789959,-14.851622931339524,-0.8500000000000003,-0.06896551724137934,18.0,32.0
Eredivisie,24/25,Feyenoord,34,68,76.0,38.0,62.82,35.52,63.13839079031796,0.0,34,False,False,234,349.38,2.0,1.8570114938328812,1.0,real,2.009506672049394,68.3232268496794,-5.184836059361432,-0.3232268496793935,4.8616092096820385,-10.0,-0.034293552812071325,27.0,43.0
Eredivisie,24/25,Fortuna Sittard,34,41,37.0,54.0,41.92,50.55,41.80372414125441,0.0,34,False,False,385,23.45,1.2058823529411764,1.2295212982721886,13.0,real,1.160698600008785,39.463752400298695,2.3399717409557184,1.536247599701304,-0.8037241412544143,-0.12500000000000006,-0.009090909090909096,16.0,30.0
Eredivisie,24/25,Go Ahead Eagles,34,51,57.0,55.0,55.46,46.52,51.131884677570135,0.0,34,False,False,1435,45.35,1.5,1.5038789611050039,9.0,real,1.3679413159170533,46.51000474117981,4.62187993639032,4.489995258820189,-0.131884677570131,14.375,0.7160647571606475,26.0,32.0
Eredivisie,24/25,Groningen,34,39,40.0,53.0,38.2,47.58,43.22170696096448,0.0,34,False,False,202,34.33,1.1470588235294117,1.2712266753224848,11.0,real,1.280464520774426,43.53579370633049,-0.3140867453660037,-4.535793706330489,-4.221706960964486,13.675,0.8981937602627258,26.0,30.0
Eredivisie,24/25,Heerenveen,34,43,42.0,57.0,43.65,48.63,45.1450436256581,0.0,34,False,False,306,48.95,1.2647058823529411,1.32779540075465,7.0,real,1.3919445778013775,47.32611564524684,-2.1810720195887354,-4.326115645246836,-2.1450436256581007,5.35,0.22741764080765142,20.0,33.0
Eredivisie,24/25,Heracles,34,38,42.0,63.0,42.5,61.22,39.6609541816373,0.0,34,False,False,1304,20.25,1.1176470588235294,1.1664986524010972,15.0,real,1.1145971124756966,37.89630182417368,1.76465235746362,0.10369817582631669,-1.6609541816373032,2.575,0.20355731225296445,24.0,32.0
Eredivisie,24/25,NAC Breda,34,33,34.0,58.0,38.95,57.47,35.796075258443565,0.0,34,False,False,132,23.25,0.9705882352941176,1.0528257428953989,14.0,real,1.15800716367681,39.37224356501154,-3.5761683065679746,-6.372243565011536,-2.7960752584435618,-0.1,-0.0077972709551656924,21.0,33.0
Eredivisie,24/25,NEC,34,43,51.0,46.0,45.61,44.1,48.0767312148913,0.0,34,False,False,467,41.25,1.2647058823529411,1.4140215063203325,10.0,real,1.338165812970672,45.49763764100285,2.5790935738884597,-2.497637641002848,-5.076731214891307,2.15,0.0617816091954023,21.0,30.0
Eredivisie,24/25,PEC Zwolle,34,41,43.0,51.0,39.35,58.07,36.915131153428604,0.0,34,False,False,1269,28.05,1.2058823529411764,1.0857391515714294,12.0,real,1.2169816868766106,41.37737735380476,-4.462246200376159,-0.37737735380476156,4.084868846571398,4.925,0.27323162274618584,24.0,30.0
Eredivisie,24/25,PSV,34,79,103.0,39.0,83.62,32.55,72.86139587929839,0.0,34,False,False,383,332.8,2.323529411764706,2.14298223174407,2.0,real,1.9942296248916977,67.80380724631772,5.05758863298066,11.196192753682283,6.138604120701623,-16.125,-0.04948216340621404,29.0,38.0
Eredivisie,24/25,RKC Waalwijk,34,25,44.0,74.0,42.37,70.78999999999999,32.13145441460501,0.0,34,False,False,235,11.95,0.7352941176470589,0.9450427769001474,18.0,real,0.9488683705110266,32.2615245973749,-0.13007018276989268,-7.261524597374901,-7.131454414605009,-1.65,-0.15827338129496402,24.0,31.0
Eredivisie,24/25,Sparta Rotterdam,34,39,39.0,43.0,43.23,46.07,45.47246508892047,0.0,34,False,False,468,46.93,1.1470588235294117,1.3374254437917785,8.0,real,1.3787025055761135,46.87588518958786,-1.4034201006673896,-7.875885189587862,-6.4724650889204725,-6.700000000000001,-0.15500289184499713,28.0,35.0
Eredivisie,24/25,Twente,34,54,62.0,49.0,55.72,44.23,54.09352171858687,0.0,34,False,False,317,91.1,1.588235294117647,1.5909859328996139,5.0,real,1.5871270129400372,53.962318439961265,0.13120327862560632,0.037681560038731465,-0.09352171858687486,10.9,0.14538179393131045,29.0,33.0
Eredivisie,24/25,Utrecht,34,64,62.0,45.0,50.05,44.47,50.20894068497756,0.0,34,False,False,200,70.63,1.8823529411764706,1.4767335495581637,6.0,real,1.5071563041802696,51.24331434212917,-1.0343736571515993,12.756685657870833,13.791059315022434,21.45,0.5917241379310345,28.0,34.0
Eredivisie,24/25,Willem II,34,26,34.0,56.0,26.22,58.07,26.561610896477674,0.0,34,False,False,403,15.8,0.7647058823529411,0.7812238498964021,17.0,real,1.0366242250037232,35.24522365012659,-8.683612753648916,-9.24522365012659,-0.5616108964776747,2.5,0.31746031746031744,19.0,30.0
Eredivisie,25/26,AZ,34,52,58.0,51.0,63.97,44.95,57.243252132839245,0.0,34,False,False,1090,203.93,1.5294117647058822,1.683625062730566,4.0,real,1.840334092623344,62.5713591491937,-5.328107016354453,-10.5713591491937,-5.243252132839247,81.625,0.8000490075961774,33.0,42.0
Eredivisie,25/26,Ajax,34,56,62.0,41.0,55.68,47.85,50.564219610394915,0.0,34,False,False,610,266.58,1.6470588235294117,1.4871829297174974,2.0,real,1.9245137490765378,65.43346746860229,-14.869247858207373,-9.433467468602288,5.4357803896050845,32.575,0.19511829889188384,30.0,51.0
Eredivisie,25/26,Excelsior,34,38,43.0,56.0,46.94,61.4,38.225492865215784,0.0,34,False,False,798,20.6,1.1176470588235294,1.1242792019181114,14.0,real,1.1199817311291504,38.07937885839112,0.14611400682467135,-0.07937885839111436,-0.2254928652157857,4.45,0.35742971887550207,23.0,30.0
Eredivisie,25/26,Feyenoord,34,65,70.0,44.0,68.32,39.22,61.97279791493778,0.0,34,False,False,234,255.83,1.911764705882353,1.8227293504393465,3.0,real,1.91157993440044,64.99371776961496,-3.0209198546771816,0.006282230385041387,3.027202085062223,23.75,0.13874689645100044,24.0,39.0
Eredivisie,25/26,Fortuna Sittard,34,39,49.0,63.0,43.48,61.28,37.224954934141145,0.0,34,False,False,385,24.28,1.1470588235294117,1.0948516157100336,12.0,real,1.1716280619022201,39.83535410467548,-2.6103991705343406,-0.8353541046754871,1.7750450658588535,0.875,0.04557291666666667,25.0,32.0
Eredivisie,25/26,Go Ahead Eagles,34,38,54.0,53.0,44.96,67.0,37.2727634394254,0.0,34,False,False,1435,37.3,1.1176470588235294,1.096257748218394,11.0,real,1.3065367941945747,44.42225100261554,-7.149487563190146,-6.422251002615539,0.7272365605746067,0.5749999999999996,0.018548387096774182,29.0,34.0
Eredivisie,25/26,Groningen,34,48,49.0,45.0,62.05,48.83,54.34249337934571,0.0,34,False,False,202,41.05,1.411764705882353,1.5983086288042856,9.0,real,1.336638600872386,45.44571242966113,8.896780949684583,2.554287570338877,-6.342493379345707,17.475,0.8472727272727273,21.0,27.0
Eredivisie,25/26,Heerenveen,34,51,57.0,53.0,60.21,51.0,53.59263748460151,0.0,34,False,False,306,56.53,1.5,1.5762540436647503,8.0,real,1.4371839624856237,48.864254724511206,4.7283827600903034,2.1357452754887927,-2.5926374846015103,12.175,0.3549562682215744,21.0,27.0
Eredivisie,25/26,Heracles,34,19,35.0,85.0,40.74,69.1,31.506679885193265,0.0,34,False,False,1304,15.25,0.5588235294117647,0.9266670554468607,16.0,real,1.0254911572148846,34.866699345306074,-3.360019460112813,-15.866699345306076,-12.506679885193263,-4.7250000000000005,-0.2759124087591241,29.0,36.0
Eredivisie,25/26,NAC Breda,34,29,35.0,58.0,42.31,54.56,41.17762352292371,0.0,34,False,False,132,14.0,0.8529411764705882,1.2111065742036384,18.0,real,0.9986181001626457,33.95301540552995,7.2246081173937515,-4.953015405529956,-12.177623522923708,-3.475,-0.243006993006993,20.0,30.0
Eredivisie,25/26,NEC,34,59,77.0,53.0,64.41,51.26,53.277708878095986,0.0,34,False,False,467,78.55,1.7352941176470589,1.5669914375910583,7.0,real,1.5405520731939948,52.37877048859582,0.8989383895001595,6.621229511404179,5.72229112190402,25.099999999999998,0.7409594095940959,21.0,36.0
Eredivisie,25/26,PEC Zwolle,34,37,44.0,71.0,42.06,63.269999999999996,35.93235819447786,0.0,34,False,False,1269,23.88,1.088235294117647,1.0568340645434664,13.0,real,1.166408286214472,39.65788173129205,-3.725523536814191,-2.6578817312920515,1.0676418055221393,-4.3,-0.1934758155230596,23.0,30.0
Eredivisie,25/26,PSV,34,84,101.0,45.0,76.26,41.44,66.6046700965524,0.0,34,False,False,383,319.1,2.4705882352941178,1.9589608851927176,1.0,real,1.981020566065337,67.35469924622146,-0.7500291496690612,16.645300753778542,17.395329903447603,42.325,0.21724624663159245,27.0,37.0
Eredivisie,25/26,Sparta Rotterdam,34,43,40.0,62.0,46.39,54.95,43.403189530050376,0.0,34,False,False,468,39.15,1.2647058823529411,1.2765643979426582,10.0,real,1.321747430156241,44.939412625312194,-1.536223095261818,-1.9394126253121984,-0.4031895300503803,6.85,0.3054626532887402,22.0,33.0
Eredivisie,25/26,Telstar,34,37,49.0,55.0,52.9,63.04,42.031928617388225,0.0,34,False,False,1434,14.15,1.088235294117647,1.2362331946290654,17.0,real,1.0019668700887174,34.066873583016395,7.965055034371833,2.933126416983604,-5.031928617388228,3.75,0.5084745762711864,18.0,28.0
Eredivisie,25/26,Twente,34,58,59.0,40.0,66.41,38.2,62.78274100213139,0.0,34,False,False,317,88.3,1.7058823529411764,1.8465512059450409,6.0,real,1.5773176861941178,53.628801330600005,9.153939671531383,4.371198669399991,-4.782741002131392,10.3,0.21707060063224448,23.0,32.0
