league,season,team_id,player_id,player_name,position,age,value_m,prev_value_m,growth,club
Eredivisie,22/23,468,227039,Younes Namli,Right Winger,29,0.9,1.2,-0.29999999999999993,Sparta Rotterdam
Eredivisie,22/23,468,595028,Charles-Andreas Brym,Centre-Forward,24,0.325,0.325,0.0,Sparta Rotterdam
Eredivisie,22/23,385,258362,Yanick van Osch,Goalkeeper,26,0.5,0.7,-0.19999999999999996,Fortuna Sittard
Eredivisie,22/23,385,687560,Tom Hendriks,Goalkeeper,21,0.05,0.05,0.0,Fortuna Sittard
Eredivisie,22/23,385,492313,Rodrigo Guth,Centre-Back,22,2.0,0.75,1.25,Fortuna Sittard
Eredivisie,22/23,385,52403,Dimitrios Siovas,Centre-Back,34,0.45,0.75,-0.3,Fortuna Sittard
Eredivisie,22/23,385,168787,Roel Janssen,Centre-Back,33,0.2,0.3,-0.09999999999999998,Fortuna Sittard
Eredivisie,22/23,385,359692,George Cox,Left-Back,25,0.85,0.9,-0.050000000000000044,Fortuna Sittard
Eredivisie,22/23,385,201248,Mickaël Tirpan,Right-Back,29,0.65,0.7,-0.04999999999999993,Fortuna Sittard
Eredivisie,22/23,385,82281,Ivo Pinto,Right-Back,33,0.5,0.5,0.0,Fortuna Sittard
Eredivisie,22/23,385,540271,Mike van Beijnen,Right-Back,24,0.125,0.225,-0.1,Fortuna Sittard
Eredivisie,22/23,385,432852,Deroy Duarte,Central Midfield,23,0.6,0.75,-0.15000000000000002,Fortuna Sittard
Eredivisie,22/23,385,605144,Cole Bassett,Attacking Midfield,21,2.0,4.0,-2.0,Fortuna Sittard
Eredivisie,22/23,385,187809,Mats Seuntjens,Attacking Midfield,31,1.2,1.2,0.0,Fortuna Sittard
Eredivisie,22/23,385,247380,Arianit Ferati,Attacking Midfield,25,0.6,0.3,0.3,Fortuna Sittard
Eredivisie,22/23,385,495963,Richie Musaba,Attacking Midfield,22,0.1,0.2,-0.1,Fortuna Sittard
Eredivisie,22/23,385,251848,Iñigo Córdoba,Left Winger,26,2.3,2.5,-0.20000000000000018,Fortuna Sittard
Eredivisie,22/23,385,457736,Tijjani Noslin,Left Winger,23,0.75,0.25,0.5,Fortuna Sittard
Eredivisie,22/23,385,594240,Tunahan Taşçı,Right Winger,21,0.15,0.1,0.04999999999999999,Fortuna Sittard
Eredivisie,22/23,385,357826,Thomas Buitink,Centre-Forward,23,0.65,1.3,-0.65,Fortuna Sittard
Eredivisie,22/23,385,180843,Paul Gladon,Centre-Forward,31,0.5,0.45,0.04999999999999999,Fortuna Sittard
Eredivisie,22/23,467,205128,Mattijs Branderhorst,Goalkeeper,29,0.7,0.7,0.0,NEC
Eredivisie,22/23,467,646991,Robin Roefs,Goalkeeper,20,0.075,0.075,0.0,NEC
Eredivisie,22/23,467,340460,Philippe Sandler,Centre-Back,26,1.8,2.0,-0.19999999999999996,NEC
Eredivisie,22/23,467,296227,Iván Márquez,Centre-Back,29,0.85,0.55,0.29999999999999993,NEC
Eredivisie,22/23,467,326329,Joris Kramer,Centre-Back,26,0.65,0.65,0.0,NEC
Eredivisie,22/23,467,541134,Souffian El Karouani,Left-Back,22,1.4,0.9,0.4999999999999999,NEC
Eredivisie,22/23,467,258364,Calvin Verdonk,Left-Back,26,0.8,0.7,0.10000000000000009,NEC
Eredivisie,22/23,467,547499,Bart van Rooij,Right-Back,22,0.9,0.8,0.09999999999999998,NEC
Eredivisie,22/23,467,491292,Ilias Bronkhorst,Right-Back,26,0.225,0.3,-0.07499999999999998,NEC
Eredivisie,22/23,467,485587,Dirk Proper,Defensive Midfield,21,2.0,0.9,1.1,NEC
Eredivisie,22/23,467,34784,Lasse Schöne,Defensive Midfield,37,0.25,0.3,-0.04999999999999999,NEC
Eredivisie,22/23,467,489929,Magnus Mattsson,Central Midfield,24,0.8,0.65,0.15000000000000002,NEC
Eredivisie,22/23,467,490383,Mathias De Wolf,Central Midfield,21,0.125,0.125,0.0,NEC
Eredivisie,22/23,467,235540,Oussama Tannane,Attacking Midfield,29,1.0,0.6,0.4,NEC
Eredivisie,22/23,467,241378,Jordy Bruijn,Attacking Midfield,26,0.6,0.8,-0.20000000000000007,NEC
Eredivisie,22/23,467,511401,Anthony Musaba,Left Winger,22,0.8,1.2,-0.3999999999999999,NEC
Eredivisie,22/23,467,320265,Mikkel Duelund,Left Winger,26,0.7,0.7,0.0,NEC
Eredivisie,22/23,467,462086,Elayis Tavsan,Right Winger,22,1.4,1.4,0.0,NEC
Eredivisie,22/23,724,552223,Filip Stanković,Goalkeeper,21,2.0,0.45,1.55,Volendam
Eredivisie,22/23,724,434861,Barry Lauwers,Goalkeeper,23,0.175,0.175,0.0,Volendam
Eredivisie,22/23,724,387199,Benaissa Benamar,Centre-Back,26,0.7,0.425,0.27499999999999997,Volendam
Eredivisie,22/23,724,474838,Brian Plat,Centre-Back,23,0.6,0.325,0.27499999999999997,Volendam
Eredivisie,22/23,724,257986,Damon Mirani,Centre-Back,27,0.55,0.55,0.0,Volendam
Eredivisie,22/23,724,638666,Josh Flint,Centre-Back,22,0.3,0.1,0.19999999999999998,Volendam
Eredivisie,22/23,724,1008564,Billy van Duijl,Centre-Back,17,0.125,0.025,0.1,Volendam
Eredivisie,22/23,724,457341,Derry Murkin,Left-Back,23,0.9,0.275,0.625,Volendam
Eredivisie,22/23,724,529223,Dean James,Left-Back,23,0.25,0.25,0.0,Volendam
Eredivisie,22/23,724,293283,Oskar Buur,Right-Back,25,0.35,0.25,0.09999999999999998,Volendam
Eredivisie,22/23,724,612758,Calvin Twigt,Defensive Midfield,20,0.65,0.25,0.4,Volendam
Eredivisie,22/23,724,929347,Imran Nazih,Central Midfield,17,0.15,0.025,0.125,Volendam
Eredivisie,22/23,724,702856,Joey Antonioli,Central Midfield,19,0.075,0.075,0.0,Volendam
Eredivisie,22/23,724,613393,Gaetano Oristanio,Attacking Midfield,20,1.0,0.65,0.35,Volendam
Eredivisie,22/23,724,338627,Francesco Antonucci,Attacking Midfield,24,1.0,1.0,0.0,Volendam
Eredivisie,22/23,724,597104,Walid Ould-Chikh,Attacking Midfield,23,0.4,0.25,0.15000000000000002,Volendam
Eredivisie,22/23,724,508642,Ibrahim El Kadiri,Left Winger,21,0.35,0.275,0.07499999999999996,Volendam
Eredivisie,22/23,724,516761,Achraf Douiri,Left Winger,23,0.2,0.1,0.1,Volendam
Eredivisie,22/23,724,672100,Darius Johnson,Left Winger,23,0.075,0.075,0.0,Volendam
Eredivisie,22/23,724,177821,Daryl van Mieghem,Right Winger,33,0.5,0.5,0.0,Volendam
Eredivisie,22/23,724,241324,Bilal Ould-Chikh,Right Winger,25,0.35,0.25,0.09999999999999998,Volendam
Eredivisie,22/23,724,900070,Jordi Blom,Right Winger,21,0.025,0.025,0.0,Volendam
Eredivisie,22/23,724,271743,Henk Veerman,Centre-Forward,32,0.5,0.9,-0.4,Volendam
Eredivisie,22/23,724,186763,Robert Mühren,Centre-Forward,34,0.4,0.8,-0.4,Volendam
Eredivisie,22/23,724,728864,Lequincio Zeefuik,Centre-Forward,18,0.35,0.075,0.27499999999999997,Volendam
Eredivisie,22/23,1435,315253,Jeffrey de Lange,Goalkeeper,25,0.75,0.2,0.55,Go Ahead Eagles
Eredivisie,22/23,1435,56631,Erwin Mulder,Goalkeeper,34,0.25,0.3,-0.04999999999999999,Go Ahead Eagles
Eredivisie,22/23,1435,690624,Sven Jansen,Goalkeeper,18,0.05,0.05,0.0,Go Ahead Eagles
Eredivisie,22/23,1435,546926,Jay Idzes,Centre-Back,23,0.75,0.5,0.25,Go Ahead Eagles
Eredivisie,22/23,1435,289651,Jamal Amofa,Centre-Back,24,0.75,0.35,0.4,Go Ahead Eagles
Eredivisie,22/23,1435,85904,Gerrit Nauber,Centre-Back,31,0.5,0.55,-0.050000000000000044,Go Ahead Eagles
Eredivisie,22/23,1435,313729,Justin Bakker,Centre-Back,25,0.3,0.3,0.0,Go Ahead Eagles
Eredivisie,22/23,1435,187188,Bas Kuipers,Left-Back,28,0.7,0.65,0.04999999999999993,Go Ahead Eagles
Eredivisie,22/23,1435,539665,Fredrik Oppegård,Left-Back,20,0.65,0.4,0.25,Go Ahead Eagles
Eredivisie,22/23,1435,451673,Aventis Aventisyan,Left-Back,20,0.075,0.075,0.0,Go Ahead Eagles
Eredivisie,22/23,1435,369554,Mats Deijl,Right-Back,25,0.7,0.425,0.27499999999999997,Go Ahead Eagles
Eredivisie,22/23,1435,361112,Evert Linthorst,Defensive Midfield,23,0.5,0.4,0.09999999999999998,Go Ahead Eagles
Eredivisie,22/23,1435,412945,Enric Llansana,Defensive Midfield,22,0.5,0.4,0.09999999999999998,Go Ahead Eagles
Eredivisie,22/23,1435,340791,Philippe Rommens,Central Midfield,25,1.2,0.8,0.3999999999999999,Go Ahead Eagles
Eredivisie,22/23,1435,283185,Tesfaldet Tekie,Central Midfield,26,0.9,0.85,0.050000000000000044,Go Ahead Eagles
Eredivisie,22/23,1435,315130,Rashaan Fernandes,Left Winger,24,0.4,0.3,0.10000000000000003,Go Ahead Eagles
Eredivisie,22/23,1435,258335,Martijn Berden,Right Winger,25,0.3,0.25,0.04999999999999999,Go Ahead Eagles
Eredivisie,22/23,1435,677382,Jahnoah Markelo,Right Winger,20,0.15,0.05,0.09999999999999999,Go Ahead Eagles
Eredivisie,22/23,1435,322073,Isac Lidberg,Centre-Forward,24,0.75,0.4,0.35,Go Ahead Eagles
Eredivisie,22/23,1435,241486,Finn Stokkers,Centre-Forward,27,0.45,0.45,0.0,Go Ahead Eagles
Eredivisie,22/23,798,301696,Stijn van Gassel,Goalkeeper,26,0.9,0.5,0.4,Excelsior
Eredivisie,22/23,798,278938,Norbert Alblas,Goalkeeper,28,0.25,0.275,-0.025000000000000022,Excelsior
Eredivisie,22/23,798,796490,Pascal Kuiper,Goalkeeper,19,0.125,0.125,0.0,Excelsior
Eredivisie,22/23,798,361207,Kik Pierie,Centre-Back,22,0.9,1.5,-0.6,Excelsior
Eredivisie,22/23,798,480730,Redouan El Yaakoubi,Centre-Back,27,0.7,0.425,0.27499999999999997,Excelsior
Eredivisie,22/23,798,314915,Siebe Horemans,Centre-Back,25,0.65,0.4,0.25,Excelsior
Eredivisie,22/23,798,187291,Sven Nieuwpoort,Centre-Back,30,0.325,0.375,-0.04999999999999999,Excelsior
Eredivisie,22/23,798,618038,Serano Seymor,Centre-Back,21,0.3,0.025,0.27499999999999997,Excelsior
Eredivisie,22/23,798,606023,Nathan Tjoe-A-On,Left-Back,21,0.5,0.125,0.375,Excelsior
Eredivisie,22/23,798,451576,Nathan Markelo,Right-Back,24,0.275,0.25,0.025000000000000022,Excelsior
Eredivisie,22/23,798,361074,Peer Koopmeiners,Defensive Midfield,23,0.7,0.6,0.09999999999999998,Excelsior
Eredivisie,22/23,798,618036,Joshua Eijgenraam,Defensive Midfield,21,0.3,0.25,0.04999999999999999,Excelsior
Eredivisie,22/23,798,412943,Kenzo Goudmijn,Central Midfield,21,1.3,0.6,0.7000000000000001,Excelsior
Eredivisie,22/23,798,616340,Julian Baas,Central Midfield,21,0.8,0.35,0.45000000000000007,Excelsior
Eredivisie,22/23,798,536477,Arthur Zagré,Left Midfield,21,0.7,1.0,-0.30000000000000004,Excelsior
Eredivisie,22/23,798,593837,Couhaib Driouech,Left Winger,21,0.65,0.225,0.42500000000000004,Excelsior
Eredivisie,22/23,798,553217,Jacky Donkor,Left Winger,24,0.3,0.325,-0.025000000000000022,Excelsior
Eredivisie,22/23,798,736014,Luuk Admiraal,Left Winger,21,0.05,0.05,0.0,Excelsior
Eredivisie,22/23,798,618050,Brent Vugts,Left Winger,21,0.025,0.025,0.0,Excelsior
Eredivisie,22/23,798,412959,Marouan Azarkan,Right Winger,21,2.0,0.475,1.525,Excelsior
Eredivisie,22/23,798,412954,Vicente Besuijen,Right Winger,22,0.6,0.5,0.09999999999999998,Excelsior
Eredivisie,22/23,798,477274,Nikolas Agrafiotis,Centre-Forward,23,0.4,0.25,0.15000000000000002,Excelsior
Eredivisie,22/23,798,482826,Reda Kharchouch,Centre-Forward,27,0.35,0.325,0.024999999999999967,Excelsior
Eredivisie,22/23,798,808646,Raphaël Eyongo,Centre-Forward,20,0.1,0.025,0.07500000000000001,Excelsior
Eredivisie,22/23,133,81775,Robbin Ruiter,Goalkeeper,36,0.275,0.3,-0.024999999999999967,Cambuur
Eredivisie,22/23,133,667902,Brett Minnema,Goalkeeper,21,0.05,0.025,0.025,Cambuur
Eredivisie,22/23,133,371461,Marco Tol,Centre-Back,25,0.5,0.45,0.04999999999999999,Cambuur
Eredivisie,22/23,133,501640,Maxim Gullit,Centre-Back,22,0.35,0.35,0.0,Cambuur
Eredivisie,22/23,133,113996,Calvin Mac-Intosch,Centre-Back,33,0.2,0.3,-0.09999999999999998,Cambuur
Eredivisie,22/23,133,435821,Alex Bangura,Left-Back,23,0.9,0.9,0.0,Cambuur
Eredivisie,22/23,133,587333,Sekou Sylla,Left-Back,24,0.175,0.25,-0.07500000000000001,Cambuur
Eredivisie,22/23,133,172779,Sai van Wermeskerken,Right-Back,29,0.35,0.55,-0.20000000000000007,Cambuur
Eredivisie,22/23,133,195359,Doke Schmidt,Right-Back,31,0.275,0.3,-0.024999999999999967,Cambuur
Eredivisie,22/23,133,766810,Jhondly van der Meer,Right-Back,21,0.1,0.1,0.0,Cambuur
Eredivisie,22/23,133,315233,Mees Hoedemakers,Defensive Midfield,25,0.85,0.9,-0.050000000000000044,Cambuur
Eredivisie,22/23,133,377720,Daniël van Kaam,Defensive Midfield,23,0.7,0.7,0.0,Cambuur
Eredivisie,22/23,133,213671,Mitchel Paulissen,Central Midfield,30,0.4,0.45,-0.04999999999999999,Cambuur
Eredivisie,22/23,133,64506,Ben Rienstra,Central Midfield,33,0.25,0.3,-0.04999999999999999,Cambuur
Eredivisie,22/23,133,339331,Jasper ter Heide,Central Midfield,24,0.15,0.2,-0.05000000000000002,Cambuur
Eredivisie,22/23,133,250030,Robin Maulun,Attacking Midfield,26,0.65,0.75,-0.09999999999999998,Cambuur
Eredivisie,22/23,133,410735,Jamie Jacobs,Attacking Midfield,25,0.55,0.85,-0.29999999999999993,Cambuur
Eredivisie,22/23,133,216815,Mimoun Mahi,Left Winger,29,0.7,1.4,-0.7,Cambuur
Eredivisie,22/23,133,258511,Michael Breij,Right Winger,26,0.45,0.5,-0.04999999999999999,Cambuur
Eredivisie,22/23,133,412940,Remco Balk,Right Winger,22,0.4,0.4,0.0,Cambuur
Eredivisie,22/23,133,243744,David Sambissa,Right Winger,27,0.35,0.35,0.0,Cambuur
Eredivisie,22/23,133,342152,Roberts Uldrikis,Centre-Forward,25,0.55,1.0,-0.44999999999999996,Cambuur
Eredivisie,22/23,133,124863,Tom Boere,Centre-Forward,30,0.3,0.3,0.0,Cambuur
Eredivisie,22/23,133,225716,Sam Hendriks,Centre-Forward,28,0.25,0.3,-0.04999999999999999,Cambuur
Eredivisie,22/23,1283,152460,Eric Oelschlägel,Goalkeeper,27,0.4,0.5,-0.09999999999999998,Emmen
Eredivisie,22/23,1283,452619,Kyan van Dorp,Goalkeeper,23,0.05,0.05,0.0,Emmen
Eredivisie,22/23,1283,645966,Wouter Sibon,Goalkeeper,19,0.025,0.025,0.0,Emmen
Eredivisie,22/23,1283,618087,Max Wolfs,Goalkeeper,21,0.025,0.025,0.0,Emmen
Eredivisie,22/23,1283,211420,Miguel Araujo,Centre-Back,28,0.85,0.75,0.09999999999999998,Emmen
Eredivisie,22/23,1283,566930,Julius Dirksen,Centre-Back,20,0.45,0.05,0.4,Emmen
Eredivisie,22/23,1283,155806,Mike te Wierik,Centre-Back,31,0.4,0.65,-0.25,Emmen
Eredivisie,22/23,1283,61867,Jeroen Veldmate,Centre-Back,34,0.35,0.35,0.0,Emmen
Eredivisie,22/23,1283,412939,Dennis Vos,Centre-Back,21,0.35,0.35,0.0,Emmen
Eredivisie,22/23,1283,255748,Michaël Heylen,Centre-Back,29,0.25,0.35,-0.09999999999999998,Emmen
Eredivisie,22/23,1283,324111,Teun Bijleveld,Left-Back,25,0.325,0.325,0.0,Emmen
Eredivisie,22/23,1283,124866,Lorenzo Burnet,Left-Back,32,0.25,0.275,-0.025000000000000022,Emmen
Eredivisie,22/23,1283,395509,Arnaud Luzayadio,Right-Back,23,0.175,0.3,-0.125,Emmen
Eredivisie,22/23,1283,258363,Keziah Veendorp,Defensive Midfield,26,0.55,0.4,0.15000000000000002,Emmen
Eredivisie,22/23,1283,187507,Mark Diemers,Central Midfield,29,1.2,1.5,-0.30000000000000004,Emmen
Eredivisie,22/23,1283,536480,Lucas Bernadou,Central Midfield,22,0.75,0.375,0.375,Emmen
Eredivisie,22/23,1283,303939,Ahmed El Messaoudi,Central Midfield,27,0.6,0.675,-0.07500000000000007,Emmen
Eredivisie,22/23,1283,374213,Jari Vlak,Central Midfield,24,0.5,0.5,0.0,Emmen
Eredivisie,22/23,1283,263555,Jeff Hardeveld,Left Midfield,28,0.3,0.325,-0.025000000000000022,Emmen
Eredivisie,22/23,1283,460630,Azzeddine Toufiqui,Attacking Midfield,24,0.225,0.3,-0.07499999999999998,Emmen
Eredivisie,22/23,1283,556870,Ben Scholte,Attacking Midfield,21,0.15,0.15,0.0,Emmen
Eredivisie,22/23,1283,594273,Jeremy Antonisse,Left Winger,21,0.5,0.3,0.2,Emmen
Eredivisie,22/23,1283,419828,Jasin Assehnoun,Left Winger,24,0.35,0.35,0.0,Emmen
Eredivisie,22/23,1283,387996,Rui Mendes,Right Winger,23,0.7,0.5,0.19999999999999996,Emmen
Eredivisie,22/23,1283,361070,Ole Romeny,Centre-Forward,23,1.3,0.375,0.925,Emmen
Eredivisie,22/23,1283,321182,Oussama Darfalou,Centre-Forward,29,0.6,0.7,-0.09999999999999998,Emmen
Eredivisie,22/23,1283,395519,Metehan Güclü,Centre-Forward,24,0.3,0.3,0.0,Emmen
Eredivisie,22/23,1283,211331,Mart Lieder,Centre-Forward,33,0.2,0.275,-0.07500000000000001,Emmen
Eredivisie,22/23,235,387197,Etienne Vaessen,Goalkeeper,27,1.0,0.55,0.44999999999999996,RKC Waalwijk
Eredivisie,22/23,235,192611,Joel Pereira,Goalkeeper,27,0.25,0.3,-0.04999999999999999,RKC Waalwijk
Eredivisie,22/23,235,383705,Mark Spenkelink,Goalkeeper,26,0.1,0.1,0.0,RKC Waalwijk
Eredivisie,22/23,235,358021,Shawn Adewoye,Centre-Back,23,0.9,0.45,0.45,RKC Waalwijk
Eredivisie,22/23,235,235274,Dario Van den Buijs,Centre-Back,27,0.55,0.45,0.10000000000000003,RKC Waalwijk
Eredivisie,22/23,235,328455,Juriën Gaari,Centre-Back,29,0.45,0.4,0.04999999999999999,RKC Waalwijk
Eredivisie,22/23,235,266414,Lars Nieuwpoort,Centre-Back,28,0.175,0.175,0.0,RKC Waalwijk
Eredivisie,22/23,235,451297,Luuk Wouters,Centre-Back,24,0.175,0.25,-0.07500000000000001,RKC Waalwijk
Eredivisie,22/23,235,45562,Hans Mulder,Centre-Back,36,0.075,0.125,-0.05,RKC Waalwijk
Eredivisie,22/23,235,416802,Thierry Lutonda,Left-Back,22,0.6,0.25,0.35,RKC Waalwijk
Eredivisie,22/23,235,337673,Julian Lelieveld,Right-Back,25,0.7,0.5,0.19999999999999996,RKC Waalwijk
Eredivisie,22/23,235,524687,Saïd Bakari,Right-Back,28,0.45,0.55,-0.10000000000000003,RKC Waalwijk
Eredivisie,22/23,235,30670,Vurnon Anita,Defensive Midfield,34,0.3,0.35,-0.04999999999999999,RKC Waalwijk
Eredivisie,22/23,235,433933,Kevin Felida,Defensive Midfield,23,0.3,0.4,-0.10000000000000003,RKC Waalwijk
Eredivisie,22/23,235,674261,Sebbe Augustijns,Defensive Midfield,23,0.125,0.075,0.05,RKC Waalwijk
Eredivisie,22/23,235,566911,Yassin Oukili,Central Midfield,22,0.6,0.25,0.35,RKC Waalwijk
Eredivisie,22/23,235,433805,Patrick Vroegh,Central Midfield,23,0.375,0.4,-0.025000000000000022,RKC Waalwijk
Eredivisie,22/23,235,187809,Mats Seuntjens,Attacking Midfield,31,1.2,1.2,0.0,RKC Waalwijk
Eredivisie,22/23,235,160431,Iliass Bel Hassani,Attacking Midfield,30,0.4,0.3,0.10000000000000003,RKC Waalwijk
Eredivisie,22/23,235,297693,Pelle Clement,Left Winger,27,0.7,0.7,0.0,RKC Waalwijk
Eredivisie,22/23,235,292805,Lennerd Daneels,Left Winger,25,0.35,0.35,0.0,RKC Waalwijk
Eredivisie,22/23,235,469082,Roy Kuijpers,Right Winger,23,0.3,0.35,-0.04999999999999999,RKC Waalwijk
Eredivisie,22/23,235,56523,Michiel Kramer,Centre-Forward,34,0.4,0.375,0.025000000000000022,RKC Waalwijk
Eredivisie,23/24,383,296802,Walter Benítez,Goalkeeper,31,13.0,12.0,1.0,PSV
Eredivisie,23/24,383,333640,Joël Drommel,Goalkeeper,27,2.5,2.5,0.0,PSV
Eredivisie,23/24,383,654919,Kjell Peersman,Goalkeeper,20,0.3,0.4,-0.10000000000000003,PSV
Eredivisie,23/24,383,723005,Niek Schiks,Goalkeeper,20,0.25,0.15,0.1,PSV
Eredivisie,23/24,383,4391,Boy Waterman,Goalkeeper,40,0.05,0.075,-0.024999999999999994,PSV
Eredivisie,23/24,383,318508,Olivier Boscagli,Centre-Back,26,27.0,7.0,20.0,PSV
Eredivisie,23/24,383,339337,Armando Obispo,Centre-Back,25,3.5,4.5,-1.0,PSV
Eredivisie,23/24,383,175792,André Ramalho,Centre-Back,32,2.5,3.0,-0.5,PSV
Eredivisie,23/24,383,323910,Mauro Júnior,Left-Back,25,7.0,5.0,2.0,PSV
Eredivisie,23/24,383,52119,Patrick van Aanholt,Left-Back,33,2.0,3.0,-1.0,PSV
Eredivisie,23/24,383,127573,Phillipp Mwene,Left-Back,30,1.8,3.0,-1.2,PSV
Eredivisie,23/24,383,539665,Fredrik Oppegård,Left-Back,21,0.6,0.65,-0.050000000000000044,PSV
Eredivisie,23/24,383,364245,Jordan Teze,Right-Back,24,18.0,6.0,12.0,PSV
Eredivisie,23/24,383,412937,Shurandy Sambo,Right-Back,22,2.0,3.0,-1.0,PSV
Eredivisie,23/24,383,738478,Jason van Duiven,Right-Back,19,1.0,1.0,0.0,PSV
Eredivisie,23/24,383,575367,Richard Ledezma,Right-Back,23,0.9,0.85,0.050000000000000044,PSV
Eredivisie,23/24,383,626764,Livano Comenencia,Right-Back,20,0.8,0.5,0.30000000000000004,PSV
Eredivisie,23/24,383,375885,Ibrahim Sangaré,Defensive Midfield,26,30.0,35.0,-5.0,PSV
Eredivisie,23/24,383,408574,Joey Veerman,Central Midfield,25,40.0,16.0,24.0,PSV
Eredivisie,23/24,383,702869,Ismael Saibari,Attacking Midfield,23,16.0,2.3,13.7,PSV
Eredivisie,23/24,383,372267,Guus Til,Attacking Midfield,26,12.0,6.0,6.0,PSV
Eredivisie,23/24,383,813437,Isaac Babadi,Attacking Midfield,19,6.0,0.8,5.2,PSV
Eredivisie,23/24,383,565424,Johan Bakayoko,Right Winger,21,45.0,10.0,35.0,PSV
Eredivisie,23/24,383,183720,Anwar El Ghazi,Right Winger,29,2.5,5.0,-2.5,PSV
Eredivisie,23/24,383,627207,Ricardo Pepi,Centre-Forward,21,12.0,9.0,3.0,PSV
Eredivisie,23/24,383,409517,Yorbe Vertessen,Centre-Forward,23,5.0,3.8,1.2000000000000002,PSV
Eredivisie,23/24,383,72522,Luuk de Jong,Centre-Forward,33,3.5,4.0,-0.5,PSV
Eredivisie,23/24,234,315121,Justin Bijlow,Goalkeeper,26,13.0,15.0,-2.0,Feyenoord
Eredivisie,23/24,234,196829,Timon Wellenreuther,Goalkeeper,28,7.0,2.0,5.0,Feyenoord
Eredivisie,23/24,234,64352,Kostas Lamprou,Goalkeeper,32,0.3,0.35,-0.04999999999999999,Feyenoord
Eredivisie,23/24,234,404418,Dávid Hancko,Centre-Back,26,35.0,25.0,10.0,Feyenoord
Eredivisie,23/24,234,420210,Lutsharel Geertruida,Centre-Back,23,32.0,25.0,7.0,Feyenoord
Eredivisie,23/24,234,593862,Thomas Beelen,Centre-Back,23,12.0,0.45,11.55,Feyenoord
Eredivisie,23/24,234,59145,Gernot Trauner,Centre-Back,32,3.5,5.0,-1.5,Feyenoord
Eredivisie,23/24,234,503640,Neraysho Kasanwirjo,Centre-Back,22,1.8,2.5,-0.7,Feyenoord
Eredivisie,23/24,234,436064,Ramon Hendriks,Centre-Back,22,0.8,0.75,0.050000000000000044,Feyenoord
Eredivisie,23/24,234,514285,Quilindschy Hartman,Left-Back,22,23.0,10.0,13.0,Feyenoord
Eredivisie,23/24,234,432175,Marcos López,Left-Back,24,3.0,4.0,-1.0,Feyenoord
Eredivisie,23/24,234,415381,Mats Wieffer,Right-Back,24,30.0,15.0,15.0,Feyenoord
Eredivisie,23/24,234,583404,Marcus Pedersen,Right-Back,23,5.5,7.0,-1.5,Feyenoord
Eredivisie,23/24,234,997903,Givairo Read,Right-Back,18,0.8,0.025,0.775,Feyenoord
Eredivisie,23/24,234,416660,Ramiz Zerrouki,Defensive Midfield,26,9.0,8.0,1.0,Feyenoord
Eredivisie,23/24,234,420213,Quinten Timber,Central Midfield,23,28.0,8.0,20.0,Feyenoord
Eredivisie,23/24,234,412941,Thomas van den Belt,Central Midfield,23,1.8,2.0,-0.19999999999999996,Feyenoord
Eredivisie,23/24,234,683620,Antoni Milambo,Attacking Midfield,19,6.0,1.0,5.0,Feyenoord
Eredivisie,23/24,234,653610,Igor Paixão,Left Winger,24,14.0,10.0,4.0,Feyenoord
Eredivisie,23/24,234,315125,Javairô Dilrosun,Left Winger,26,4.0,6.0,-2.0,Feyenoord
Eredivisie,23/24,234,213268,Alireza Jahanbakhsh,Right Winger,30,3.0,4.0,-1.0,Feyenoord
Eredivisie,23/24,234,552955,Santiago Gimenez,Centre-Forward,23,40.0,25.0,15.0,Feyenoord
Eredivisie,23/24,610,229604,Gerónimo Rulli,Goalkeeper,32,5.0,10.0,-5.0,Ajax
Eredivisie,23/24,610,480453,Jay Gorter,Goalkeeper,24,1.5,1.0,0.5,Ajax
Eredivisie,23/24,610,635129,Charlie Setford,Goalkeeper,20,0.6,0.3,0.3,Ajax
Eredivisie,23/24,610,729010,Tom de Graaff,Goalkeeper,19,0.4,0.4,0.0,Ajax
Eredivisie,23/24,610,25520,Remko Pasveer,Goalkeeper,40,0.15,0.25,-0.1,Ajax
Eredivisie,23/24,610,662131,Ahmetcan Kaplan,Centre-Back,21,10.0,5.0,5.0,Ajax
Eredivisie,23/24,610,904802,Jorrel Hato,Left-Back,18,30.0,5.0,25.0,Ajax
Eredivisie,23/24,610,339328,Owen Wijndal,Left-Back,24,5.5,8.0,-2.5,Ajax
Eredivisie,23/24,610,485584,Anass Salah-Eddine,Left-Back,22,1.2,0.8,0.3999999999999999,Ajax
Eredivisie,23/24,610,557407,Devyne Rensch,Right-Back,21,10.0,8.0,2.0,Ajax
Eredivisie,23/24,610,356044,Jorge Sánchez,Right-Back,26,3.5,5.0,-1.5,Ajax
Eredivisie,23/24,610,656800,Tristan Gooijer,Right-Back,19,2.0,0.2,1.8,Ajax
Eredivisie,23/24,610,720791,Olivier Aertssen,Right-Back,19,0.6,0.8,-0.20000000000000007,Ajax
Eredivisie,23/24,610,738476,Silvano Vos,Defensive Midfield,19,2.5,1.0,1.5,Ajax
Eredivisie,23/24,610,470394,Kenneth Taylor,Central Midfield,22,15.0,12.0,3.0,Ajax
Eredivisie,23/24,610,182932,Davy Klaassen,Central Midfield,31,4.0,10.0,-6.0,Ajax
Eredivisie,23/24,610,559333,Kian Fitz-Jim,Central Midfield,20,1.0,1.3,-0.30000000000000004,Ajax
